Period Code,Cycle ID,B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,timestamp,Good/Bad
16,77,0.0014,-0.0003,100,518.67,14.62,21.61,1.3,47.76,521.66,2388.13,8135.13,8.4657,0.03,394,2388,100,38.74,23.2181,03/12/2020 00:20,0
16,82,0.0003,0,100,518.67,14.62,21.61,1.3,47.62,521.31,2388.13,8135.23,8.4476,0.03,393,2388,100,38.85,23.277,03/12/2020 00:45,0
16,84,-0.0013,-0.0004,100,518.67,14.62,21.61,1.3,47.62,521.39,2388.08,8132.39,8.451,0.03,394,2388,100,38.71,23.3055,03/12/2020 00:55,0
16,86,-0.0032,-0.0001,100,518.67,14.62,21.61,1.3,47.53,520.92,2388.08,8139.69,8.4355,0.03,393,2388,100,38.78,23.23,03/12/2020 01:05,0
16,88,-0.0029,-0.0001,100,518.67,14.62,21.61,1.3,47.64,520.87,2388.15,8135.67,8.5126,0.03,394,2388,100,38.61,23.1654,03/12/2020 01:15,0
16,89,0.001,0.0001,100,518.67,14.62,no connection,1.3,47.67,521.28,2388.15,8142.87,8.4332,0.03,394,2388,100,38.78,23.1367,03/12/2020 01:20,0
16,90,0.0003,0.0003,100,518.67,14.62,21.61,1.3,47.61,521.48,2388.15,8140.01,8.4431,0.03,394,2388,100,38.62,23.2418,03/12/2020 01:25,0
16,93,-0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.73,520.73,2388.1,8138.14,8.4922,0.03,393,2388,100,38.79,23.3257,03/12/2020 01:40,0
16,95,0.0011,0,no connection,518.67,14.62,21.61,1.3,47.73,520.57,2388.15,8135.83,8.4568,0.03,395,2388,100,38.74,23.2439,03/12/2020 01:50,0
16,96,0.0019,-0.0002,100,518.67,14.62,21.61,1.3,47.74,521.31,2388.14,8131.72,8.453,0.03,394,2388,100,38.86,23.2392,03/12/2020 01:55,0
16,97,stop,0.0001,100,518.67,14.62,21.61,1.3,47.63,520.68,2388.14,8138.37,8.5005,0.03,394,2388,100,38.6,23.1971,03/12/2020 02:00,0
16,98,0.001,0.0001,100,518.67,14.62,21.61,1.3,47.82,520.94,2388.17,8139.63,8.4657,0.03,394,2388,100,38.7,23.378,03/12/2020 02:05,0
16,100,-0.0015,0.0005,100,518.67,14.62,21.61,1.3,47.69,520.61,2388.16,8138.04,8.4577,0.03,393,2388,100,38.83,23.1303,03/12/2020 02:15,0
16,102,-0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.52,520.97,2388.19,8134.1,8.4442,0.03,394,2388,100,38.77,23.376,03/12/2020 02:25,0
16,103,-0.0021,0.0002,100,518.67,14.62,21.61,1.3,47.44,520.55,2388.13,8138.5,8.4536,0.03,394,2388,100,38.78,23.2093,03/12/2020 02:30,0
16,105,-0.0029,-0.0004,100,518.67,14.62,21.61,1.3,47.88,521.27,2388.16,8135.66,8.467,0.03,394,2388,100,38.69,23.1896,03/12/2020 02:40,0
16,106,-0.001,-0.0004,100,518.67,14.62,21.61,1.3,47.74,No Data,2388.17,8139.32,8.4627,0.03,394,2388,no response,38.77,23.2293,03/12/2020 02:45,0
16,107,0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.73,522.03,2388.15,8136.92,8.4507,0.03,393,2388,100,38.9,23.1632,03/12/2020 02:50,0
16,108,0.0018,0.0003,100,518.67,14.62,21.61,1.3,47.63,521.75,2388.19,8135.27,8.4681,0.03,393,2388,100,38.87,23.1732,03/12/2020 02:55,0
16,109,-0.0021,0.0002,100,518.67,14.62,21.61,1.3,47.73,520.68,stop,8130.7,8.4534,0.03,393,2388,100,38.77,23.3081,03/12/2020 03:00,0
16,110,0.0001,0.0003,100,518.67,14.62,21.61,1.3,47.57,521.19,2388.13,8135.29,8.4772,0.03,394,2388,100,stop,23.2462,03/12/2020 03:05,0
16,111,0.0028,-0.0001,100,518.67,14.62,21.61,1.3,47.83,521.12,2388.09,8135.67,8.4897,0.03,394,2388,100,38.86,23.2308,03/12/2020 03:10,0
16,112,0.0014,-0.0002,100,518.67,14.62,21.61,1.3,47.89,521.35,2388.13,8135.31,8.4529,0.03,394,2388,100,38.82,23.1502,03/12/2020 03:16,0
16,114,0.0029,-0.0003,100,518.67,14.62,21.61,1.3,47.69,521.11,2388.12,8137.03,8.4561,0.03,394,2388,100,No Data,23.2964,03/12/2020 03:25,0
16,116,-0.0052,-0.0003,100,518.67,14.62,21.61,1.3,47.75,520.64,2388.13,8138.46,8.4426,0.03,394,2388,100,38.78,23.1645,03/12/2020 03:35,0
16,117,-0.0016,0.0001,100,518.67,14.62,21.61,1.3,47.64,520.12,2388.16,8141.92,8.4135,0.03,395,2388,100,38.55,23.2922,03/12/2020 03:40,0
16,118,-0.002,0.0004,100,518.67,14.62,21.61,1.3,47.6,520.83,2388.13,8129.55,8.4561,0.03,393,2388,100,38.63,23.2876,03/12/2020 03:45,0
16,120,0.0011,-0.0002,100,518.67,14.62,21.61,1.3,47.5,520.3,2388.17,8139.66,8.48,0.03,395,2388,100,38.76,23.1471,03/12/2020 03:55,0
16,121,-0.0011,0.0001,100,518.67,14.62,21.61,1.3,47.78,520.78,2388.19,8132.37,8.4823,0.03,395,2388,100,38.74,23.1478,03/12/2020 04:00,0
16,123,-0.0039,-0.0003,100,518.67,14.62,21.61,1.3,47.67,521.01,2388.1,8141.47,8.4611,0.03,394,2388,100,38.87,23.3199,03/12/2020 04:10,0
16,124,0.0021,0.0001,100,518.67,14.62,21.61,1.3,47.74,521.39,2388.14,8138.1,8.461,0.03,394,2388,100,38.73,23.1425,03/12/2020 04:15,0
16,125,-0.0012,-0.0002,100,518.67,14.62,21.61,1.3,47.73,521.23,2388.19,8137.38,8.4819,0.03,394,2388,100,38.66,23.1904,03/12/2020 04:20,0
16,126,0.0014,-0.0005,100,518.67,14.62,21.61,1.3,47.56,520.71,2388.14,8129.17,8.4878,0.03,393,2388,100,38.57,23.3927,03/12/2020 04:25,0
16,127,0.0013,-0.0002,100,518.67,14.62,21.61,1.3,47.61,520.55,2388.16,8137.8,8.4492,0.03,393,2388,100,38.68,23.3055,03/12/2020 04:30,0
16,129,0.0007,0.0004,100,518.67,14.62,21.61,1.3,47.64,520.62,2388.13,8137.4,8.4584,0.03,395,2388,100,38.81,23.1813,03/12/2020 04:40,0
16,130,0.0019,-0.0001,100,518.67,14.62,21.61,1.3,47.63,520.84,2388.17,8137.31,8.4631,0.03,394,2388,100,38.69,23.2245,03/12/2020 04:45,0
16,132,-0.0028,0.0004,100,518.67,14.62,21.61,1.3,47.63,520.64,2388.18,8137.58,8.4498,0.03,395,2388,100,38.47,23.2,03/12/2020 04:55,0
16,134,-0.0008,0.0004,100,518.67,14.62,21.61,1.3,47.7,520.99,2388.16,8136.12,8.4787,0.03,394,2388,100,38.72,23.2487,03/12/2020 05:05,0
16,135,0.0026,-0.0004,100,518.67,14.62,21.61,1.3,47.67,520.56,Bad,8140.07,8.4627,0.03,394,2388,100,38.49,23.2941,03/12/2020 05:10,0
16,136,-0.0024,0.0004,100,518.67,14.62,21.61,1.3,47.73,520.87,2388.18,8139.57,8.4655,0.03,395,start,100,38.78,23.2248,03/12/2020 05:15,0
16,138,0.0018,-0.0001,100,518.67,14.62,21.61,1.3,47.92,520.45,2388.19,8135.41,8.4553,0.03,395,2388,100,38.46,23.0984,03/12/2020 05:25,0
16,142,-0.001,-0.0001,100,518.67,14.62,21.61,1.3,47.84,520.86,2388.18,8140.78,8.4725,0.03,394,2388,100,38.71,23.2524,03/12/2020 05:45,0
16,144,-0.0018,-0.0002,100,518.67,14.62,21.61,1.3,47.72,520.9,2388.17,8137.14,8.4684,0.03,394,2388,100,38.63,23.2351,03/12/2020 05:55,0
16,145,0.0006,-0.0001,100,518.67,14.62,21.61,1.3,47.69,521.23,2388.16,8134.94,8.4758,0.03,394,2388,100,38.71,23.2071,03/12/2020 06:00,0
16,146,-0.0057,-0.0001,100,518.67,14.62,21.61,1.3,47.88,520.11,2388.18,8132.66,8.4816,0.03,394,2388,100,38.65,23.2294,03/12/2020 06:05,0
16,147,0.0022,-0.0002,100,518.67,14.62,21.61,1.3,47.73,521.02,2388.2,8140.47,8.5224,0.03,396,2388,No Data,38.55,23.2177,03/12/2020 06:10,0
16,148,-0.0038,-0.0004,100,518.67,14.62,21.61,1.3,47.94,520.71,2388.17,8134.36,8.4889,0.03,395,2388,100,38.83,23.2746,03/12/2020 06:15,0
16,149,-0.0012,-0.0001,100,518.67,14.62,21.61,1.3,47.82,520.63,2388.18,8135.47,8.4534,0.03,393,2388,100,38.62,stop,03/12/2020 06:20,0
16,150,0.0031,0.0003,100,518.67,14.62,21.61,No Data,47.85,520.7,2388.17,8133.06,8.4826,0.03,394,2388,100,38.55,23.1849,03/12/2020 06:25,0
16,151,0.0009,-0.0001,100,518.67,14.62,21.61,1.3,47.91,520.62,2388.14,8133.77,8.4916,0.03,395,2388,100,38.64,23.0985,03/12/2020 06:30,0
16,152,I/O,-0.0001,100,518.67,14.62,21.61,1.3,47.73,521.49,2388.13,8137.88,8.4466,0.03,Bad,2388,100,38.62,23.2125,03/12/2020 06:35,0
16,153,0.002,-0.0004,100,518.67,14.62,21.61,1.3,47.86,521.15,2388.2,8135.34,8.4849,0.03,394,2388,100,38.88,23.2593,03/12/2020 06:40,0
16,155,0.0032,-0.0001,100,518.67,14.62,21.61,1.3,47.82,520.81,2388.13,8133.29,8.4638,0.03,395,2388,100,38.66,23.2593,03/12/2020 06:50,0
16,157,0.0019,0.0005,100,518.67,14.62,21.61,1.3,47.78,520.51,2388.13,stop,8.518,0.03,395,2388,100,38.65,23.1859,03/12/2020 07:00,0
16,159,-0.0005,-0.0003,100,518.67,14.62,21.61,1.3,47.93,520.71,2388.16,8130.62,8.4992,0.03,393,2388,100,38.56,23.1548,03/12/2020 07:10,0
16,161,0.0004,-0.0003,100,518.67,14.62,21.61,1.3,47.93,520.08,2388.24,8127.87,8.498,0.03,397,2388,100,38.49,23.2068,03/12/2020 07:20,0
16,162,0.0003,-0.0002,100,518.67,14.62,21.61,1.3,47.76,520.53,2388.17,8138.61,8.4649,0.03,393,2388,100,38.59,23.1313,03/12/2020 07:25,0
16,163,0.0005,-0.0003,100,518.67,14.62,21.61,1.3,47.88,520.19,2388.18,8131.57,8.4795,0.03,396,2388,100,38.72,23.0346,03/12/2020 07:30,0
16,164,-0.003,0.0003,100,518.67,14.62,stop,1.3,47.67,520.14,2388.19,8137.92,8.4728,0.03,394,2388,100,38.68,23.2151,03/12/2020 07:35,0
16,166,0.0022,-0.0001,100,518.67,14.62,21.61,1.3,47.86,519.96,2388.22,8135.59,8.4766,0.03,395,2388,100,38.78,23.0732,03/12/2020 07:45,0
16,168,0.0006,0,100,518.67,14.62,21.61,1.3,47.77,520.6,2388.19,8133.18,8.4834,0.03,394,2388,100,38.6,23.1782,03/12/2020 07:55,0
16,169,0.0016,0.0002,100,Bad,14.62,21.61,1.3,48.04,520,2388.19,8138.16,8.503,0.03,394,2388,100,38.51,23.0166,03/12/2020 08:00,0
16,170,0.0015,0.0002,100,518.67,14.62,21.61,1.3,48.01,520.61,2388.23,8136.37,8.502,0.03,394,2388,100,38.53,23.2044,03/12/2020 08:05,0
16,171,0.0013,0.0005,100,518.67,14.62,21.61,1.3,48.09,520.46,2388.16,8129.52,8.438,0.03,394,2388,100,38.71,23.1953,03/12/2020 08:10,0
16,173,0,-0.0001,100,518.67,14.62,21.61,1.3,47.76,520.3,2388.22,8146.35,8.4968,0.03,395,2388,100,38.64,23.0991,03/12/2020 08:20,0
16,174,0.0013,-0.0002,100,518.67,14.62,21.61,1.3,47.95,520.79,2388.2,8141.67,8.4877,0.03,395,2388,100,38.72,23.1996,03/12/2020 08:25,0
16,175,0,-0.0004,100,518.67,14.62,21.61,1.3,47.92,520.56,2388.22,8134.14,8.4757,0.03,394,2388,100,38.52,23.2217,03/12/2020 08:30,0
16,176,-0.0022,0.0001,100,518.67,14.62,21.61,1.3,47.85,520.59,2388.18,8137.21,No Data,0.03,396,2388,100,38.56,23.1382,03/12/2020 08:35,0
16,178,0.0002,0.0004,100,518.67,14.62,21.61,1.3,47.79,520.4,2388.19,8129.82,8.4805,0.03,395,2388,100,38.46,23.0919,03/12/2020 08:45,0
16,179,-0.0012,0,100,518.67,14.62,I/O,1.3,47.74,519.54,2388.21,8132.19,8.5156,stop,394,2388,100,38.53,23.1488,03/12/2020 08:50,1
16,180,0.0045,-0.0003,100,518.67,14.62,21.61,1.3,47.96,519.83,2388.19,8136.78,8.4879,0.03,395,2388,100,38.59,23.0862,03/12/2020 08:55,1
16,181,0.0015,0,100,518.67,14.62,21.61,1.3,47.96,520.23,2388.17,8132.78,8.5157,0.03,395,2388,100,38.54,23.1118,03/12/2020 09:00,1
16,182,,-0.0005,100,518.67,14.62,21.61,1.3,47.92,520.38,2388.19,8132.34,8.4881,0.03,396,2388,100,38.55,23.1526,03/12/2020 09:05,1
16,183,0,0.0002,100,518.67,14.62,21.61,1.3,48.11,520.35,2388.19,8138.47,8.4686,0.03,395,2388,100,38.4,23.1246,03/12/2020 09:10,1
16,184,-0.0001,0,100,518.67,14.62,21.61,1.3,47.81,520.3,2388.23,8134.19,8.4978,0.03,396,2388,100,38.6,23.2105,03/12/2020 09:15,1
16,185,-0.0002,-0.0005,100,518.67,14.62,21.61,1.3,48.07,520.08,2388.24,8134.88,8.5089,0.03,395,2388,100,38.78,23.0247,03/12/2020 09:20,1
16,186,0.0013,0.0004,100,518.67,14.62,21.61,1.3,48.1,519.99,2388.2,8133.58,8.4415,0.03,395,2388,100,38.49,23.1274,03/12/2020 09:25,1
16,188,0.0034,-0.0001,100,518.67,14.62,21.61,1.3,47.99,520.26,2388.18,8130.59,8.4923,0.03,396,2388,100,38.47,23.0293,03/12/2020 09:35,1
16,189,-0.0033,-0.0003,100,518.67,14.62,21.61,1.3,48.03,520.03,2388.27,8135.39,8.4897,0.03,no response,2388,100,38.5,23.164,03/12/2020 09:40,1
16,190,-0.0031,0.0002,100,518.67,14.62,21.61,1.3,47.97,520.18,2388.24,8136.3,8.5204,0.03,395,2388,100,38.56,23.11,03/12/2020 09:45,1
16,191,-0.0002,0.0003,100,518.67,14.62,21.61,1.3,47.97,519.92,2388.22,8135.45,8.5027,0.03,396,2388,100,38.6,23.0648,03/12/2020 09:50,1
16,192,0.0008,0.0005,100,518.67,14.62,21.61,1.3,48.04,519.66,2388.32,8134.37,8.4965,0.03,397,2388,100,38.43,23.1404,03/12/2020 09:55,1
16,193,-0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.94,519.45,2388.32,8133.32,8.4697,0.03,395,no response,100,38.46,23.0865,03/12/2020 10:00,1
16,194,0.0002,-0.0001,100,518.67,14.62,21.61,1.3,48.08,519.58,2388.24,8130.93,8.549,0.03,395,2388,100,38.58,23.0638,03/12/2020 10:05,1
16,196,-0.0049,0.0005,100,518.67,14.62,21.61,1.3,47.92,519.6,2388.2,8135.11,8.5304,0.03,395,2388,stop,38.4,23.044,03/12/2020 10:15,1
16,197,0.0011,0,100,518.67,14.62,21.61,1.3,47.98,519.79,2388.18,8138.63,8.5345,0.03,397,2388,100,38.38,23.0969,03/12/2020 10:20,1
16,198,0.0038,Missing,100,518.67,14.62,21.61,1.3,48.16,519.88,2388.31,8130.43,8.5094,0.03,397,2388,100,38.23,22.9774,03/12/2020 10:25,1
16,199,0.0006,-0.0004,100,518.67,14.62,21.61,1.3,47.97,519.41,2388.23,8131.52,8.5258,0.03,start,2388,100,38.38,23.108,03/12/2020 10:30,1
16,200,0.0035,0.0002,100,518.67,14.62,21.61,1.3,48.1,519.48,2388.27,8130.54,8.5314,0.03,396,2388,100,38.33,23.1342,03/12/2020 10:35,1
16,201,-0.0061,0.0005,100,518.67,14.62,21.61,1.3,47.93,519.96,2388.23,8134.82,8.4904,0.03,395,2388,100,38.41,23.0557,03/12/2020 10:40,1
16,202,-0.0006,-0.0001,100,518.67,14.62,21.61,1.3,48.11,519.4,2388.27,8130.33,8.5369,0.03,397,2388,100,38.47,23.1639,03/12/2020 10:45,1
16,203,0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.87,519.65,2388.25,8130.39,8.5495,0.03,395,2388,100,38.39,23.1279,03/12/2020 10:50,1
16,204,-0.0006,-0.0001,100,518.67,14.62,21.61,1.3,47.99,519.63,2388.31,8131.7,8.4722,0.03,396,2388,100,38.41,23.0637,03/12/2020 10:55,1
16,207,0.0001,0.0001,100,518.67,14.62,21.61,1.3,48.2,519.29,2388.27,8133.6,8.5595,0.03,397,2388,100,38.31,23.0348,03/12/2020 11:10,1
16,208,,-0.0002,100,518.67,14.62,21.61,1.3,48.2,519.64,2388.25,8137.23,8.5419,0.03,396,2388,Bad,38.44,23.0087,03/12/2020 11:15,1
16,209,0.0012,-0.0002,100,518.67,14.62,21.61,1.3,48.28,519.44,2388.26,8132.25,8.5258,0.03,397,2388,100,38.35,23.1505,03/12/2020 11:20,1
16,No Data,0.0029,0.0005,100,518.67,14.62,21.61,1.3,47.8,521.48,2388.08,8132.51,8.4632,0.03,393,2388,100,38.57,23.2788,03/12/2020 02:35,0
16,no response,-0.0005,0,100,518.67,14.62,21.61,1.3,47.75,520.48,2388.1,8139.55,8.4609,0.03,395,2388,100,38.66,23.1894,03/12/2020 01:30,0
16,no response,-0.0002,0.0004,100,518.67,14.62,21.61,1.3,47.7,520.53,2388.13,8136.97,8.468,0.03,395,2388,100,38.64,23.3159,03/12/2020 00:50,0
16,,-0.0017,0.0003,100,518.67,14.62,21.61,1.3,47.53,521.53,2388.14,I/O,8.4564,Missing,392,2388,100,38.72,23.3263,03/11/2020 20:40,0
17,1,-0.0032,0.0005,100,518.67,14.62,21.61,1.3,47.25,522.19,2387.98,8146.09,8.3859,0.03,392,2388,100,39.21,23.5279,03/12/2020 11:25,0
17,2,0.0008,0.0005,100,518.67,14.62,21.61,1.3,47.34,522.07,2387.95,8139.76,8.4125,0.03,389,2388,100,39.17,23.4691,03/12/2020 11:30,0
17,3,-0.0011,0.0005,100,518.67,14.62,21.61,1.3,47.15,522.68,2387.99,8143.07,8.4146,0.03,391,2388,100,39.17,23.3437,03/12/2020 11:36,0
17,4,0.0042,-0.0002,100,518.67,14.62,21.61,1.3,47.33,522.65,2387.98,8146.69,8.4033,0.03,393,2388,100,38.93,23.4337,03/12/2020 11:40,0
17,5,0.0008,-0.0004,100,518.67,14.62,21.61,1.3,47.15,522.39,2387.99,8147.13,8.3931,0.03,391,2388,100,39.1,23.4077,03/12/2020 11:45,0
17,6,-0.0025,0.0003,100,518.67,14.62,21.61,1.3,47.32,522.24,2388,8144.88,8.4113,0.03,392,2388,100,39.01,23.5295,03/12/2020 11:50,0
17,7,-0.0006,-0.0002,100,518.67,14.62,21.61,1.3,47.2,522.31,2388.02,8144.45,8.3787,0.03,392,2388,100,39.04,23.4017,03/12/2020 11:55,0
17,8,-0.0027,-0.0001,100,518.67,14.62,21.6,1.3,47.17,522.69,2387.97,8138.59,8.3459,0.03,393,2388,100,38.99,23.4415,03/12/2020 12:00,0
17,11,0.0021,0.0005,100,518.67,14.62,21.61,1.3,47.19,521.87,2387.99,8144.82,8.4145,0.03,393,2388,100,39.05,23.3646,03/12/2020 12:15,0
17,12,-0.002,0.0001,100,518.67,no response,21.61,1.3,47.11,522.49,2388.01,8141.59,8.3869,0.03,392,2388,100,38.93,23.4954,03/12/2020 12:20,0
17,13,-0.0031,-0.0003,100,518.67,14.62,21.6,1.3,47.29,522.24,2388.01,8146.05,8.4083,0.03,392,2388,100,39.05,23.4894,03/12/2020 12:26,0
17,15,0.0021,0,100,518.67,14.62,21.61,1.3,47.09,522.05,2388,8146.62,8.4564,0.03,391,2388,100,39.07,23.3585,03/12/2020 12:35,0
17,16,0.0023,0.0001,100,518.67,14.62,21.6,1.3,47.26,522.39,,8141.6,8.3484,0.03,391,2388,100,I/O,23.4428,03/12/2020 12:40,0
17,17,-0.0016,0,100,518.67,14.62,21.61,1.3,47.28,522.07,2388.02,8144.86,8.3929,0.03,392,2388,100,39.06,23.4013,03/12/2020 12:45,0
17,18,-0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.23,521.91,2388.03,8145.45,8.3788,0.03,391,2388,100,38.78,23.4303,03/12/2020 12:50,0
17,19,-0.0018,0.0005,100,518.67,14.62,21.61,1.3,47.12,522.52,2387.98,8142.56,8.4341,0.03,392,2388,100,39.12,23.4579,03/12/2020 12:55,0
17,21,0.0001,-0.0002,100,518.67,14.62,21.6,1.3,47.24,522.37,2388.02,8146.51,8.4147,0.03,392,2388,100,39.04,23.3543,03/12/2020 13:05,0
17,24,-0.0009,0.0005,100,518.67,14.62,21.61,1.3,47.38,522.97,2388.01,8142.39,8.3818,0.03,391,2388,100,39.14,23.4901,03/12/2020 13:20,0
17,25,0.0004,0.0002,100,518.67,14.62,21.61,1.3,47.19,522.47,2387.98,8142.33,8.4109,0.03,392,2388,100,39.06,23.4079,03/12/2020 13:25,0
17,26,0.002,-0.0004,100,518.67,14.62,21.61,1.3,47.23,522.29,2388.01,8145.81,8.4051,0.03,393,Missing,100,39.01,23.4725,03/12/2020 13:30,0
17,27,-0.0006,-0.0003,100,518.67,14.62,21.61,1.3,47.3,521.94,2388.01,8144.78,8.4162,0.03,392,Bad,100,39.22,23.2903,03/12/2020 13:35,0
17,30,-0.001,0.0002,100,518.67,14.62,21.61,1.3,47.17,522.47,2388.01,I/O,8.4176,0.03,393,2388,100,38.87,23.4329,03/12/2020 13:50,0
17,32,-0.0013,-0.0002,100,518.67,14.62,21.61,1.3,47.02,522.26,2388.05,8147.93,8.4186,0.03,391,2388,100,38.9,23.3134,03/12/2020 14:00,0
17,33,-0.004,-0.0001,100,518.67,14.62,21.61,1.3,47.23,521.88,2388.03,8139.61,8.3967,0.03,391,2388,100,38.98,23.3996,03/12/2020 14:05,0
17,34,0.0017,-0.0004,100,518.67,14.62,21.61,1.3,47.31,522.48,2388.04,8142.71,8.4157,0.03,391,2388,100,39.04,23.5428,03/12/2020 14:10,0
17,36,0.0008,0,100,518.67,14.62,21.61,1.3,47.28,522.12,2387.99,8146.18,8.3927,0.03,392,2388,100,39.01,23.3091,03/12/2020 14:20,0
17,37,-0.0012,0.0005,100,518.67,14.62,21.61,1.3,47.34,522.64,2388.01,8138.22,8.4527,0.03,393,2388,100,38.94,23.4543,03/12/2020 14:25,0
17,39,-0.0047,0.0004,100,518.67,14.62,21.61,1.3,47.39,522.13,2388.02,8137.89,8.3662,0.03,392,2388,100,38.88,23.4533,03/12/2020 14:35,0
17,40,-0.0012,0.0004,100,518.67,Bad,21.61,1.3,47.19,522.32,2388.02,8142.68,8.3823,0.03,393,2388,100,38.94,23.3871,03/12/2020 14:40,0
17,42,0.0038,-0.0003,100,518.67,14.62,No Data,1.3,47.42,522.83,2388.02,8144.92,8.3976,0.03,393,2388,100,38.93,23.3936,03/12/2020 14:50,0
17,43,0.0013,-0.0004,100,518.67,14.62,21.61,1.3,47.02,522.4,2387.95,8143.91,8.3984,0.03,392,2388,100,38.96,23.3629,03/12/2020 14:55,0
17,44,0.0042,0.0005,100,518.67,14.62,21.61,1.3,47.2,522.11,2387.97,8140.44,8.3944,0.03,392,2388,100,39.04,23.4538,03/12/2020 15:00,0
17,45,-0.0051,0.0003,100,518.67,14.62,21.61,1.3,47.19,522.31,2388.01,8145.66,8.4038,0.03,392,2388,100,39.06,23.457,03/12/2020 15:05,0
17,48,0.0005,0.0004,100,518.67,14.62,21.61,1.3,47.31,521.91,2388.04,8144.55,8.389,0.03,390,2388,100,39.02,start,03/12/2020 15:20,0
17,50,-0.0002,-0.0002,100,518.67,14.62,21.61,1.3,47.19,522.68,2388.09,8143.79,8.3908,0.03,393,2388,100,38.91,23.4165,03/12/2020 15:30,0
17,51,0.0018,0.0004,100,518.67,14.62,21.61,1.3,47.18,522.52,2387.96,8144.11,8.3788,0.03,,2388,100,39.02,23.5128,03/12/2020 15:35,0
17,52,-0.0056,0,100,518.67,14.62,21.61,1.3,47.27,522.02,2388.03,8144.52,8.3841,0.03,390,2388,100,38.96,23.427,03/12/2020 15:40,0
17,53,0,-0.0003,100,518.67,14.62,21.6,1.3,47.1,522.32,2387.98,8147.42,8.4207,0.03,392,stop,100,39,23.4397,03/12/2020 15:45,0
17,55,0.0004,-0.0003,100,518.67,14.62,21.61,1.3,47.43,521.76,2388.05,8146.6,8.4243,No Data,393,2388,100,38.9,23.4178,03/12/2020 15:55,0
17,58,0.0033,0.0002,100,no response,14.62,21.61,1.3,47.3,522.6,2388.03,8150.78,8.4086,0.03,391,2388,100,38.99,23.3592,03/12/2020 16:10,0
17,60,0.0001,-0.0002,100,518.67,14.62,21.61,1.3,47.26,521.57,2388.03,8146.91,8.4102,0.03,393,2388,100,38.99,23.3466,03/12/2020 16:20,0
17,61,-0.0012,0,100,,14.62,21.61,1.3,47.25,522.85,2387.97,8147.57,8.3899,0.03,393,2388,100,38.91,23.4476,03/12/2020 16:25,0
17,62,-0.0021,-0.0001,100,518.67,14.62,21.61,1.3,47.24,522.04,2388.04,8143.21,8.3946,0.03,392,2388,100,Bad,23.4242,03/12/2020 16:30,0
17,64,-0.0017,-0.0005,100,518.67,14.62,21.61,1.3,47.36,522.51,2387.94,8150.45,8.3876,0.03,393,2388,100,39.12,23.3255,03/12/2020 16:40,0
17,66,0.0031,0.0004,100,518.67,14.62,21.61,1.3,47.25,522.73,2388.02,8146.82,8.4063,,393,2388,100,38.9,23.425,03/12/2020 16:50,0
17,67,-0.0005,-0.0001,100,518.67,14.62,21.61,1.3,47.11,522.5,2387.98,8143.17,8.4147,0.03,392,2388,100,38.96,23.3704,03/12/2020 16:55,0
17,69,-0.0038,-0.0003,100,518.67,14.62,21.61,1.3,47.37,522.42,2388.03,No Data,8.4251,0.03,392,2388,100,39,23.2853,03/12/2020 17:05,0
17,71,-0.0008,0.0001,Bad,518.67,14.62,21.61,1.3,47.24,522.6,2388.04,8146.65,8.4107,0.03,392,2388,100,39,23.5323,03/12/2020 17:15,0
17,72,0,0.0001,100,518.67,14.62,21.61,1.3,47.37,522.44,2387.95,8144.44,8.4338,0.03,393,2388,100,39.03,23.3594,03/12/2020 17:20,0
17,73,0.0033,-0.0002,100,518.67,14.62,21.61,1.3,47.12,522.36,2388,8151.12,8.387,0.03,393,2388,100,38.81,23.4495,03/12/2020 17:25,0
17,75,-0.001,0.0005,100,518.67,14.62,Bad,1.3,47.19,522.48,2388.02,8147.49,8.411,0.03,392,2388,Bad,38.9,23.4905,03/12/2020 17:35,0
17,76,0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.22,522.22,2387.99,8141.13,8.4251,0.03,392,2388,100,38.95,23.499,03/12/2020 17:40,0
17,77,-0.0055,-0.0001,100,518.67,14.62,21.61,1.3,47.22,no response,2388.02,8146.82,8.4107,0.03,391,2388,100,38.9,23.346,03/12/2020 17:45,0
17,78,-0.0003,0.0005,100,518.67,14.62,21.61,1.3,47.14,522.29,2388.01,8144.52,8.4346,0.03,393,2388,100,38.96,23.3824,03/12/2020 17:50,0
17,79,0.0004,-0.0001,100,518.67,14.62,21.61,1.3,47.24,522.15,2388.04,8145.79,8.4109,Missing,391,2388,100,39.08,23.3999,03/12/2020 17:55,0
17,81,-0.0024,-0.0002,100,518.67,14.62,21.61,1.3,47.17,522.28,2388.02,8138.61,8.4314,0.03,393,2388,100,39.08,23.4297,03/12/2020 18:05,0
17,83,0.0025,-0.0004,100,518.67,14.62,21.61,1.3,47.35,521.85,2388.01,8146.66,8.3942,0.03,391,2388,100,38.88,stop,03/12/2020 18:15,0
